country_code,installed_capacity_MW,pumping_MW,,,country_code,Installed_capacity,pumping capacity
IT,40,Not Recorded,,,,,
IT,40,Not Recorded,,,,,
EL,4.1,Not Recorded,,,,,
IT,40,Not Recorded,,,,,
IT,40,Not Recorded,,,,,
UK,40,Not Recorded,,,,,
DE,39.8,Not Recorded,,,,,
SI,39.12,Not Recorded,,,,,
SI,39.12,Not Recorded,,,,,
AT,39,Not Recorded,,,,,
IT,39,Not Recorded,,,,,
IT,39,Not Recorded,,,,,
IT,39,Not Recorded,,,,,
FI,39,Not Recorded,,,,,
FI,43,Not Recorded,,,,,
FI,39,Not Recorded,,,,,
CH,38.92,Not Recorded,,,,,
SK,4.64,Not Recorded,,,,,
SK,12.4,Not Recorded,,,,,
SK,1.04,Not Recorded,,,,,
EL,1.3,Not Recorded,,,,,
PT,1158,1158,,,,,
NO,150,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,32,Not Recorded,,,,,
NO,960,Not Recorded,,,,,
NO,23,Not Recorded,,,,,
NO,55,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,24,Not Recorded,,,,,
NO,25.5,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,200,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,50,Not Recorded,,,,,
NO,20.2,Not Recorded,,,,,
NO,45,Not Recorded,,,,,
NO,26,Not Recorded,,,,,
NO,25.1,Not Recorded,,,,,
NO,110,Not Recorded,,,,,
NO,28.7,Not Recorded,,,,,
NO,87,Not Recorded,,,,,
NO,23.5,Not Recorded,,,,,
NO,65,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,55.2,Not Recorded,,,,,
NO,33,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,24,Not Recorded,,,,,
NO,12,Not Recorded,,,,,
NO,100,Not Recorded,,,,,
NO,24.9,Not Recorded,,,,,
NO,17,Not Recorded,,,,,
NO,230,Not Recorded,,,,,
NO,160,Not Recorded,,,,,
NO,330,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,1240,Not Recorded,,,,,
NO,160,Not Recorded,,,,,
NO,180,Not Recorded,,,,,
NO,150,Not Recorded,,,,,
NO,35.4,Not Recorded,,,,,
NO,13,Not Recorded,,,,,
NO,40,Not Recorded,,,,,
NO,166,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,120,Not Recorded,,,,,
NO,250,Not Recorded,,,,,
NO,206,Not Recorded,,,,,
NO,224,Not Recorded,,,,,
NO,29,Not Recorded,,,,,
NO,21,Not Recorded,,,,,
NO,50,Not Recorded,,,,,
NO,16.5,Not Recorded,,,,,
NO,36,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,111,Not Recorded,,,,,
NO,120,Not Recorded,,,,,
NO,92,Not Recorded,,,,,
NO,41,Not Recorded,,,,,
NO,33,Not Recorded,,,,,
NO,22.2,Not Recorded,,,,,
NO,45.6,Not Recorded,,,,,
NO,204,Not Recorded,,,,,
NO,37.5,Not Recorded,,,,,
NO,14.3,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,90,Not Recorded,,,,,
NO,40,Not Recorded,,,,,
NO,206,Not Recorded,,,,,
NO,24,Not Recorded,,,,,
NO,10.5,Not Recorded,,,,,
NO,97,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,15.8,Not Recorded,,,,,
NO,33.5,Not Recorded,,,,,
NO,10.5,Not Recorded,,,,,
NO,11,Not Recorded,,,,,
NO,71,Not Recorded,,,,,
NO,13.5,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,29.4,Not Recorded,,,,,
NO,27,Not Recorded,,,,,
NO,12.5,Not Recorded,,,,,
NO,13.8,Not Recorded,,,,,
NO,150,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,24,Not Recorded,,,,,
NO,150,Not Recorded,,,,,
NO,170,Not Recorded,,,,,
NO,26,Not Recorded,,,,,
NO,22,Not Recorded,,,,,
NO,12.5,Not Recorded,,,,,
NO,10.1,Not Recorded,,,,,
NO,32.5,Not Recorded,,,,,
NO,330,Not Recorded,,,,,
NO,11,Not Recorded,,,,,
NO,620,Not Recorded,,,,,
NO,500,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,90,Not Recorded,,,,,
NO,60,Not Recorded,,,,,
NO,38,Not Recorded,,,,,
NO,60,Not Recorded,,,,,
NO,840,Not Recorded,,,,,
NO,38,Not Recorded,,,,,
NO,16.4,Not Recorded,,,,,
NO,93,Not Recorded,,,,,
NO,52,Not Recorded,,,,,
NO,90,Not Recorded,,,,,
NO,112,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,288,Not Recorded,,,,,
NO,36.5,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,196,Not Recorded,,,,,
NO,26,Not Recorded,,,,,
NO,106,Not Recorded,,,,,
NO,114,Not Recorded,,,,,
NO,60,Not Recorded,,,,,
NO,250,Not Recorded,,,,,
NO,98,Not Recorded,,,,,
NO,212,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,70,Not Recorded,,,,,
NO,65,Not Recorded,,,,,
NO,54.5,Not Recorded,,,,,
NO,19,Not Recorded,,,,,
NO,270,Not Recorded,,,,,
NO,140,Not Recorded,,,,,
NO,75.5,Not Recorded,,,,,
NO,44.6,Not Recorded,,,,,
NO,150,Not Recorded,,,,,
NO,37.5,Not Recorded,,,,,
NO,112,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,308,Not Recorded,,,,,
NO,108,Not Recorded,,,,,
NO,29,Not Recorded,,,,,
NO,50,Not Recorded,,,,,
NO,42,Not Recorded,,,,,
NO,85,Not Recorded,,,,,
NO,34,Not Recorded,,,,,
NO,64,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,29.5,Not Recorded,,,,,
NO,82.7,Not Recorded,,,,,
NO,32,Not Recorded,,,,,
NO,16,Not Recorded,,,,,
NO,16,Not Recorded,,,,,
NO,13.2,Not Recorded,,,,,
NO,22.5,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,140,Not Recorded,,,,,
NO,290,Not Recorded,,,,,
NO,19.5,Not Recorded,,,,,
NO,22,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,126.6,Not Recorded,,,,,
NO,62,Not Recorded,,,,,
NO,35,Not Recorded,,,,,
NO,75,Not Recorded,,,,,
NO,75,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,51,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,31.85,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,344,Not Recorded,,,,,
NO,230,Not Recorded,,,,,
NO,32.5,Not Recorded,,,,,
NO,128.4,Not Recorded,,,,,
NO,40,Not Recorded,,,,,
NO,42.7,Not Recorded,,,,,
NO,35.95,Not Recorded,,,,,
NO,19.8,Not Recorded,,,,,
NO,29,Not Recorded,,,,,
NO,90,Not Recorded,,,,,
NO,100.5,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,40,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,37,Not Recorded,,,,,
NO,55,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,18.8,Not Recorded,,,,,
NO,27,Not Recorded,,,,,
NO,124,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,15.5,Not Recorded,,,,,
NO,37,Not Recorded,,,,,
NO,13.6,Not Recorded,,,,,
NO,40,Not Recorded,,,,,
NO,32,Not Recorded,,,,,
NO,66.7,Not Recorded,,,,,
NO,20.6,Not Recorded,,,,,
NO,57,Not Recorded,,,,,
NO,70,Not Recorded,,,,,
NO,17.8,Not Recorded,,,,,
NO,45,Not Recorded,,,,,
NO,180,Not Recorded,,,,,
NO,86.8,Not Recorded,,,,,
NO,16,Not Recorded,,,,,
NO,17,Not Recorded,,,,,
NO,95,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,189,Not Recorded,,,,,
NO,206.6,Not Recorded,,,,,
NO,143.5,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,34.7,Not Recorded,,,,,
NO,15.9,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,175,Not Recorded,,,,,
NO,32,Not Recorded,,,,,
NO,40,Not Recorded,,,,,
NO,16.7,Not Recorded,,,,,
NO,36,Not Recorded,,,,,
NO,56,Not Recorded,,,,,
NO,108,Not Recorded,,,,,
NO,17,Not Recorded,,,,,
NO,107,Not Recorded,,,,,
NO,55,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,31.5,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,199,Not Recorded,,,,,
NO,15.2,Not Recorded,,,,,
NO,14.1,Not Recorded,,,,,
NO,41.5,Not Recorded,,,,,
NO,29.54,Not Recorded,,,,,
NO,12,Not Recorded,,,,,
NO,176,Not Recorded,,,,,
NO,30.4,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,16.6,Not Recorded,,,,,
NO,128,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,175,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,350,Not Recorded,,,,,
NO,52,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,90,Not Recorded,,,,,
NO,21,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,600,Not Recorded,,,,,
NO,96,Not Recorded,,,,,
NO,12,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,66,Not Recorded,,,,,
NO,180,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,118,Not Recorded,,,,,
NO,10,Not Recorded,,,,,
NO,300,Not Recorded,,,,,
NO,11.3,Not Recorded,,,,,
NO,21,Not Recorded,,,,,
NO,23.3,Not Recorded,,,,,
NO,75,Not Recorded,,,,,
NO,300,Not Recorded,,,,,
NO,17,Not Recorded,,,,,
NO,12,Not Recorded,,,,,
NO,65,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,30,Not Recorded,,,,,
NO,90,Not Recorded,,,,,
NO,130,Not Recorded,,,,,
NO,41.5,Not Recorded,,,,,
NO,26,Not Recorded,,,,,
NO,70,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,18.8,Not Recorded,,,,,
NO,12.8,Not Recorded,,,,,
NO,55,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,22,Not Recorded,,,,,
NO,50,Not Recorded,,,,,
NO,10.6,Not Recorded,,,,,
NO,30.2,Not Recorded,,,,,
NO,18.6,Not Recorded,,,,,
NO,28,Not Recorded,,,,,
NO,99.2,Not Recorded,,,,,
NO,374,Not Recorded,,,,,
NO,125,Not Recorded,,,,,
NO,500,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,22,Not Recorded,,,,,
NO,110,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,300,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,52,Not Recorded,,,,,
NO,62,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,430,Not Recorded,,,,,
NO,20,Not Recorded,,,,,
NO,43,Not Recorded,,,,,
NO,13.2,Not Recorded,,,,,
NO,18.4,Not Recorded,,,,,
NO,180,Not Recorded,,,,,
NO,120,Not Recorded,,,,,
NO,75,Not Recorded,,,,,
NO,99.5,Not Recorded,,,,,
NO,48.1,Not Recorded,,,,,
NO,25.32,Not Recorded,,,,,
NO,14.8,Not Recorded,,,,,
NO,230,Not Recorded,,,,,
NO,15.5,Not Recorded,,,,,
NO,13.27,Not Recorded,,,,,
NO,62.5,Not Recorded,,,,,
NO,212.4,Not Recorded,,,,,
NO,45,Not Recorded,,,,,
NO,84,Not Recorded,,,,,
NO,34,Not Recorded,,,,,
NO,48.9,Not Recorded,,,,,
NO,24,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,14,Not Recorded,,,,,
NO,13.7,Not Recorded,,,,,
NO,25,Not Recorded,,,,,
NO,26.8,Not Recorded,,,,,
NO,19.3,Not Recorded,,,,,
NO,23,Not Recorded,,,,,
NO,80,Not Recorded,,,,,
NO,25.5,Not Recorded,,,,,
NO,370,Not Recorded,,,,,
NO,77,Not Recorded,,,,,
NO,78,Not Recorded,,,,,
NO,15,Not Recorded,,,,,
NO,150,Not Recorded,,,,,
NO,17.37,Not Recorded,,,,,
NO,85.5,Not Recorded,,,,,
NO,22,Not Recorded,,,,,
NO,23.7,Not Recorded,,,,,
NO,43.1,Not Recorded,,,,,
NO,48,Not Recorded,,,,,
NO,110,Not Recorded,,,,,
NO,200,Not Recorded,,,,,
NO,640,Not Recorded,,,,,
NO,35,Not Recorded,,,,,
NO,50,Not Recorded,,,,,
NO,33,Not Recorded,,,,,
NO,10.7,Not Recorded,,,,,
NO,270,Not Recorded,,,,,
NO,49.6,Not Recorded,,,,,
NO,56,Not Recorded,,,,,
NO,1.48,Not Recorded,,,,,
NO,3.08,Not Recorded,,,,,
NO,2.88,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,9.3,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,7.5,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,9.5,Not Recorded,,,,,
NO,6,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,4.89,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,6.2,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,6.3,Not Recorded,,,,,
NO,6.4,Not Recorded,,,,,
NO,5.7,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,9.6,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,5.87,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,3.1,Not Recorded,,,,,
NO,7.2,Not Recorded,,,,,
NO,3.6,Not Recorded,,,,,
NO,4.7,Not Recorded,,,,,
NO,5.6,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,6,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,3.7,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,8.8,Not Recorded,,,,,
NO,6.45,Not Recorded,,,,,
NO,6.5,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,7.7,Not Recorded,,,,,
NO,6,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,7.1,Not Recorded,,,,,
NO,9.1,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,5.2,Not Recorded,,,,,
NO,9.5,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,4.3,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,1.76,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,4.28,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,7.9,Not Recorded,,,,,
NO,8,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.75,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,5.6,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,5.8,Not Recorded,,,,,
NO,9.3,Not Recorded,,,,,
NO,3.1,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.13,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,5.3,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,6,Not Recorded,,,,,
NO,6,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,6.9,Not Recorded,,,,,
NO,8.32,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,7.2,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,9.6,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,4.96,Not Recorded,,,,,
NO,4.53,Not Recorded,,,,,
NO,1.49,Not Recorded,,,,,
NO,3.9,Not Recorded,,,,,
NO,8.1,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,8.1,Not Recorded,,,,,
NO,8.9,Not Recorded,,,,,
NO,1.34,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,2.07,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,6.2,Not Recorded,,,,,
NO,7.6,Not Recorded,,,,,
NO,8.5,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,6.5,Not Recorded,,,,,
NO,3.4,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,6.5,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,5.1,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,3.68,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,6.78,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,7.9,Not Recorded,,,,,
NO,5.35,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,7,Not Recorded,,,,,
NO,8.7,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,8.2,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,7.2,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,2.58,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,1.34,Not Recorded,,,,,
NO,4.1,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,1.08,Not Recorded,,,,,
NO,2.5,Not Recorded,,,,,
NO,4.45,Not Recorded,,,,,
NO,1.44,Not Recorded,,,,,
NO,3.2,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,1.44,Not Recorded,,,,,
NO,4.5,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,3.9,Not Recorded,,,,,
NO,3.47,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,7.5,Not Recorded,,,,,
NO,4.85,Not Recorded,,,,,
NO,7.1,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,1.13,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,5.8,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,6.5,Not Recorded,,,,,
NO,2.95,Not Recorded,,,,,
NO,1.44,Not Recorded,,,,,
NO,1.45,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,1.45,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,1.35,Not Recorded,,,,,
NO,6.08,Not Recorded,,,,,
NO,1.95,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,7.5,Not Recorded,,,,,
NO,1.8,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,2.7,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,8.9,Not Recorded,,,,,
NO,5.4,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,1.85,Not Recorded,,,,,
NO,4.63,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,9.4,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,8,Not Recorded,,,,,
NO,1.55,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,5.3,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,9,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,4.16,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,2.15,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,1.33,Not Recorded,,,,,
NO,3.9,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.35,Not Recorded,,,,,
NO,5.1,Not Recorded,,,,,
NO,4.4,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,1.7,Not Recorded,,,,,
NO,2.2,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,6.2,Not Recorded,,,,,
NO,1.1,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,4.95,Not Recorded,,,,,
NO,1.35,Not Recorded,,,,,
NO,3.6,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,2.34,Not Recorded,,,,,
NO,2.04,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,1.35,Not Recorded,,,,,
NO,1.72,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,2.16,Not Recorded,,,,,
NO,2.85,Not Recorded,,,,,
NO,1.5,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,1.27,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,4.8,Not Recorded,,,,,
NO,2,Not Recorded,,,,,
NO,2.38,Not Recorded,,,,,
NO,2.35,Not Recorded,,,,,
NO,4,Not Recorded,,,,,
NO,5.25,Not Recorded,,,,,
NO,4.9,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,9.6,Not Recorded,,,,,
NO,8,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
NO,2.75,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,1.2,Not Recorded,,,,,
NO,1.6,Not Recorded,,,,,
NO,3.8,Not Recorded,,,,,
NO,3.1,Not Recorded,,,,,
NO,8.2,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,1.99,Not Recorded,,,,,
NO,5.3,Not Recorded,,,,,
NO,4.14,Not Recorded,,,,,
NO,3.3,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,2.1,Not Recorded,,,,,
NO,3.5,Not Recorded,,,,,
NO,1.4,Not Recorded,,,,,
NO,5.49,Not Recorded,,,,,
NO,1.9,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,4.2,Not Recorded,,,,,
NO,2.9,Not Recorded,,,,,
NO,2.6,Not Recorded,,,,,
NO,7.5,Not Recorded,,,,,
NO,1.3,Not Recorded,,,,,
NO,5,Not Recorded,,,,,
NO,1.43,Not Recorded,,,,,
NO,4.6,Not Recorded,,,,,
NO,3,Not Recorded,,,,,
NO,1.65,Not Recorded,,,,,
NO,1.36,Not Recorded,,,,,
NO,1.49,Not Recorded,,,,,
NO,2.4,Not Recorded,,,,,
NO,1.25,Not Recorded,,,,,
NO,2.3,Not Recorded,,,,,
NO,5.1,Not Recorded,,,,,
NO,2.8,Not Recorded,,,,,
NO,5.5,Not Recorded,,,,,
